id,target,home_team_name,away_team_name,match_date,league_name,league_id,is_cup,home_team_coach_id,away_team_coach_id,home_team_history_match_date_1,home_team_history_match_date_2,home_team_history_match_date_3,home_team_history_match_date_4,home_team_history_match_date_5,home_team_history_match_date_6,home_team_history_match_date_7,home_team_history_match_date_8,home_team_history_match_date_9,home_team_history_match_date_10,home_team_history_is_play_home_1,home_team_history_is_play_home_2,home_team_history_is_play_home_3,home_team_history_is_play_home_4,home_team_history_is_play_home_5,home_team_history_is_play_home_6,home_team_history_is_play_home_7,home_team_history_is_play_home_8,home_team_history_is_play_home_9,home_team_history_is_play_home_10,home_team_history_is_cup_1,home_team_history_is_cup_2,home_team_history_is_cup_3,home_team_history_is_cup_4,home_team_history_is_cup_5,home_team_history_is_cup_6,home_team_history_is_cup_7,home_team_history_is_cup_8,home_team_history_is_cup_9,home_team_history_is_cup_10,home_team_history_goal_1,home_team_history_goal_2,home_team_history_goal_3,home_team_history_goal_4,home_team_history_goal_5,home_team_history_goal_6,home_team_history_goal_7,home_team_history_goal_8,home_team_history_goal_9,home_team_history_goal_10,home_team_history_opponent_goal_1,home_team_history_opponent_goal_2,home_team_history_opponent_goal_3,home_team_history_opponent_goal_4,home_team_history_opponent_goal_5,home_team_history_opponent_goal_6,home_team_history_opponent_goal_7,home_team_history_opponent_goal_8,home_team_history_opponent_goal_9,home_team_history_opponent_goal_10,home_team_history_rating_1,home_team_history_rating_2,home_team_history_rating_3,home_team_history_rating_4,home_team_history_rating_5,home_team_history_rating_6,home_team_history_rating_7,home_team_history_rating_8,home_team_history_rating_9,home_team_history_rating_10,home_team_history_opponent_rating_1,home_team_history_opponent_rating_2,home_team_history_opponent_rating_3,home_team_history_opponent_rating_4,home_team_history_opponent_rating_5,home_team_history_opponent_rating_6,home_team_history_opponent_rating_7,home_team_history_opponent_rating_8,home_team_history_opponent_rating_9,home_team_history_opponent_rating_10,home_team_history_coach_1,home_team_history_coach_2,home_team_history_coach_3,home_team_history_coach_4,home_team_history_coach_5,home_team_history_coach_6,home_team_history_coach_7,home_team_history_coach_8,home_team_history_coach_9,home_team_history_coach_10,home_team_history_league_id_1,home_team_history_league_id_2,home_team_history_league_id_3,home_team_history_league_id_4,home_team_history_league_id_5,home_team_history_league_id_6,home_team_history_league_id_7,home_team_history_league_id_8,home_team_history_league_id_9,home_team_history_league_id_10,away_team_history_match_date_1,away_team_history_match_date_2,away_team_history_match_date_3,away_team_history_match_date_4,away_team_history_match_date_5,away_team_history_match_date_6,away_team_history_match_date_7,away_team_history_match_date_8,away_team_history_match_date_9,away_team_history_match_date_10,away_team_history_is_play_home_1,away_team_history_is_play_home_2,away_team_history_is_play_home_3,away_team_history_is_play_home_4,away_team_history_is_play_home_5,away_team_history_is_play_home_6,away_team_history_is_play_home_7,away_team_history_is_play_home_8,away_team_history_is_play_home_9,away_team_history_is_play_home_10,away_team_history_is_cup_1,away_team_history_is_cup_2,away_team_history_is_cup_3,away_team_history_is_cup_4,away_team_history_is_cup_5,away_team_history_is_cup_6,away_team_history_is_cup_7,away_team_history_is_cup_8,away_team_history_is_cup_9,away_team_history_is_cup_10,away_team_history_goal_1,away_team_history_goal_2,away_team_history_goal_3,away_team_history_goal_4,away_team_history_goal_5,away_team_history_goal_6,away_team_history_goal_7,away_team_history_goal_8,away_team_history_goal_9,away_team_history_goal_10,away_team_history_opponent_goal_1,away_team_history_opponent_goal_2,away_team_history_opponent_goal_3,away_team_history_opponent_goal_4,away_team_history_opponent_goal_5,away_team_history_opponent_goal_6,away_team_history_opponent_goal_7,away_team_history_opponent_goal_8,away_team_history_opponent_goal_9,away_team_history_opponent_goal_10,away_team_history_rating_1,away_team_history_rating_2,away_team_history_rating_3,away_team_history_rating_4,away_team_history_rating_5,away_team_history_rating_6,away_team_history_rating_7,away_team_history_rating_8,away_team_history_rating_9,away_team_history_rating_10,away_team_history_opponent_rating_1,away_team_history_opponent_rating_2,away_team_history_opponent_rating_3,away_team_history_opponent_rating_4,away_team_history_opponent_rating_5,away_team_history_opponent_rating_6,away_team_history_opponent_rating_7,away_team_history_opponent_rating_8,away_team_history_opponent_rating_9,away_team_history_opponent_rating_10,away_team_history_coach_1,away_team_history_coach_2,away_team_history_coach_3,away_team_history_coach_4,away_team_history_coach_5,away_team_history_coach_6,away_team_history_coach_7,away_team_history_coach_8,away_team_history_coach_9,away_team_history_coach_10,away_team_history_league_id_1,away_team_history_league_id_2,away_team_history_league_id_3,away_team_history_league_id_4,away_team_history_league_id_5,away_team_history_league_id_6,away_team_history_league_id_7,away_team_history_league_id_8,away_team_history_league_id_9,away_team_history_league_id_10
11906497,away,Newell's Old Boys,River Plate,2019-12-01 00:45:00,Superliga,636,False,468196.0,468200.0,2019-11-26 00:10:00,2019-11-10 18:30:00,2019-11-03 18:30:00,2019-10-29 22:10:00,2019-10-19 20:45:00,2019-10-04 22:00:00,2019-09-28 23:00:00,2019-09-22 14:00:00,2019-09-15 18:30:00,2019-09-01 16:15:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.8568599999999997,5.72437,4.335090624999999,6.678852777777778,5.478300000000001,5.858534375,3.641945454545455,7.957243103448278,4.326251724137931,7.106258620689657,5.19984,3.6940333333333335,5.13115625,3.193161111111111,4.080169230769231,3.8987749999999997,7.672377272727272,2.864025862068966,4.814193103448277,3.4543103448275856,468196.0,468196.0,468196.0,468196.0,468196.0,468196.0,468196.0,468196.0,468196.0,468196.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,2019-11-23 20:00:00,2019-11-15 00:10:00,2019-11-10 14:00:00,2019-11-02 23:00:00,2019-10-30 00:20:00,2019-10-23 00:30:00,2019-10-18 22:00:00,2019-10-11 23:30:00,2019-10-06 20:45:00,2019-10-02 00:30:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,4.598,11.825566666666667,9.374866666666668,8.265659999999999,10.769582608695654,4.680350000000001,6.429871428571428,12.773024999999997,10.970814285714287,5.924407142857142,5.2532250000000005,2.8199625,3.1148200000000004,3.283603333333333,2.574182608695652,5.887331249999999,4.570225,2.8432674999999996,3.057739285714285,4.684664285714285,468200.0,468200.0,468200.0,468200.0,468200.0,468200.0,468200.0,468200.0,468200.0,468200.0,1122.0,642.0,636.0,636.0,636.0,1122.0,636.0,642.0,636.0,1122.0
11984383,home,Real Estelí,Deportivo Las Sabanas,2019-12-01 01:00:00,Primera Division,752,False,516788.0,22169161.0,2019-11-27 21:00:00,2019-11-24 01:00:00,2019-11-10 01:00:00,2019-11-02 21:30:00,2019-10-27 01:00:00,2019-10-24 01:00:00,2019-10-21 00:00:00,2019-10-18 01:00:00,2019-10-06 01:00:00,2019-09-29 21:00:00,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13.668799999999997,5.967622222222223,9.13061111111111,5.73298125,7.804064285714285,6.743764285714286,6.2370277777777785,12.616250000000003,8.334649999999998,8.172615,3.6716100000000003,6.1212277777777775,3.3204499999999992,5.76606875,4.1180714285714295,4.223164285714286,5.2607,3.1028055555555554,5.627457142857143,4.256164999999999,516788.0,516788.0,516788.0,516788.0,516788.0,516788.0,516788.0,516788.0,516788.0,516788.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,2019-11-27 21:00:00,2019-11-23 23:00:00,2019-11-09 22:00:00,2019-11-02 21:00:00,2019-10-28 00:00:00,2019-10-21 00:00:00,2019-10-16 21:00:00,2019-09-29 01:00:00,2019-09-20 21:30:00,2019-09-15 01:00:00,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,6.000587500000001,4.692007692307692,4.461575,5.3015,8.29021111111111,5.2607,4.928099999999999,5.708920833333334,4.1258423076923085,4.103719444444446,6.881762499999999,6.840557692307692,8.7003625,5.15615,3.864877777777778,6.2370277777777785,6.871904166666667,5.716200000000001,7.960465384615384,9.994455555555554,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,22169161.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0
11983301,draw,UPNFM,Marathón,2019-12-01 01:00:00,Liga Nacional,734,False,2510608.0,456313.0,2019-11-28 01:15:00,2019-11-21 01:30:00,2019-11-03 21:30:00,2019-10-27 01:00:00,2019-10-20 22:00:00,2019-10-17 01:00:00,2019-10-05 21:00:00,2019-09-29 01:00:00,2019-09-22 22:00:00,2019-09-19 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,3.0,1.0,5.73671875,9.745283333333331,5.685919999999999,6.975,3.8643600000000005,7.93012,4.650053571428571,12.803284210526316,5.094975,5.961407142857144,6.82519375,4.053166666666667,5.293940000000001,4.725164285714286,7.7768500000000005,4.1672899999999995,7.289892857142856,3.691168421052631,7.22305,4.429054761904761,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,2510608.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,2019-11-21 01:30:00,2019-11-10 22:00:00,2019-10-26 21:00:00,2019-10-20 23:00:00,2019-10-16 21:30:00,2019-10-12 21:00:00,2019-10-05 21:00:00,2019-09-28 22:00:00,2019-09-22 22:00:00,2019-09-18 21:30:00,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,8.37941875,4.8501,8.676865,6.9870605263157906,7.966966666666668,7.972809090909091,7.289892857142856,7.6047199999999995,6.45101875,10.021854347826087,5.487337500000001,7.6977125,4.1863150000000005,5.183071052631578,6.176583333333333,4.054209090909092,4.650053571428571,5.284983333333333,5.299259374999999,3.862791304347826,456313.0,456313.0,456313.0,456313.0,456313.0,456313.0,456313.0,456313.0,456313.0,456313.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0,734.0
11983471,away,León,Morelia,2019-12-01 01:00:00,Liga MX,743,False,1552508.0,465797.0,2019-11-28 01:00:00,2019-11-23 03:10:00,2019-11-10 03:00:00,2019-11-04 02:00:00,2019-11-01 03:00:00,2019-10-27 01:00:00,2019-10-20 17:00:00,2019-10-05 22:00:00,2019-09-28 00:00:00,2019-09-25 02:00:00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.998799999999999,5.860495833333333,8.2569,8.342183333333335,6.163600000000001,8.097475000000001,5.7969124999999995,10.739525,7.261249999999999,7.9820875000000004,5.998799999999999,6.024041666666666,4.508125,4.960116666666667,5.8671,4.351,5.82318125,2.28005,5.544413636363635,4.473325,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,1552508.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,2019-11-28 01:00:00,2019-11-23 23:00:00,2019-11-09 01:00:00,2019-11-04 02:00:00,2019-11-01 01:00:00,2019-10-26 00:00:00,2019-10-19 22:00:00,2019-10-05 02:00:00,2019-10-02 02:00:00,2019-09-26 02:06:00,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,5.998799999999999,4.901579166666666,8.413533333333334,4.960116666666667,7.4829,5.9121749999999995,3.9864777777777776,6.515762499999999,4.5757590909090915,5.4341750000000015,5.998799999999999,6.548433333333334,4.576616666666666,8.342183333333335,4.87885,6.208425,7.483588888888888,5.587387499999999,7.301454545454544,7.7667625,465797.0,465797.0,465797.0,465797.0,465797.0,465797.0,465797.0,465797.0,465797.0,465797.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,746.0,743.0
11883005,home,Cobán Imperial,Iztapa,2019-12-01 01:00:00,Liga Nacional,705,False,429958.0,426870.0,2019-11-27 18:00:00,2019-11-24 01:00:00,2019-11-10 02:00:00,2019-11-03 01:00:00,2019-10-27 20:30:00,2019-10-24 00:00:00,2019-10-20 18:00:00,2019-10-06 17:00:00,2019-10-02 21:30:00,2019-09-29 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,6.295742857142858,7.625358333333333,5.320905555555555,7.425725,4.854166666666667,10.8577,5.7568375000000005,7.079583333333334,5.6533750000000005,9.92695,5.535514285714286,4.848224999999999,6.279472222222222,4.178192857142857,7.4499166666666685,3.002752380952381,6.05325,4.54,6.165925,3.8765000000000005,429958.0,429958.0,429958.0,429958.0,429958.0,429958.0,429958.0,429958.0,429958.0,429958.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,2019-11-27 19:00:00,2019-11-24 21:00:00,2019-11-10 19:30:00,2019-11-02 19:00:00,2019-10-26 21:00:00,2019-10-23 19:00:00,2019-10-20 17:30:00,2019-10-05 19:00:00,2019-10-02 19:00:00,2019-09-29 18:00:00,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,6.34939,5.8947,6.1129999999999995,7.76656,4.168200000000001,7.231369565217392,3.6322785714285715,6.4143961538461545,7.97275,4.290734615384614,5.57518,5.901841666666668,5.751275,4.163600000000001,8.55995,4.059210869565217,8.935007142857142,5.888076923076922,4.413683333333333,7.031961538461538,426870.0,426870.0,426870.0,426870.0,426870.0,426870.0,426870.0,37261558.0,37261558.0,37261558.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0
11974168,draw,Hawke's Bay United,Eastern Suburbs,2019-12-01 01:00:00,Premiership,1055,False,37350025.0,37350668.0,2019-11-24 01:00:00,2019-11-16 03:00:00,2019-11-10 00:00:00,2019-11-02 03:30:00,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,2.0,2.0,4.0,2.0,,,,,,,2.0,0.0,3.0,3.0,,,,,,,6.9367,10.333583333333333,11.342575,4.334133333333334,,,,,,,11.37975,6.379899999999999,9.722275,12.325283333333331,,,,,,,37350025.0,37350025.0,37350025.0,37350025.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,,2019-11-24 03:00:00,2019-11-16 03:00:00,2019-11-10 01:00:00,2019-11-03 03:00:00,2019-03-31 03:35:00,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,4.0,0.0,1.0,3.0,,,,,,1.0,2.0,3.0,0.0,0.0,,,,,,11.088233333333335,6.7898,14.984233333333332,8.020616666666665,8.0754,,,,,,5.52635,7.079561538461538,5.727883333333334,3.8935499999999994,6.251449999999999,,,,,,37350668.0,37350668.0,37350668.0,37350668.0,,,,,,,1055.0,1055.0,1055.0,1055.0,1055.0,,,,,
11974170,home,Team Wellington,Canterbury United,2019-12-01 01:00:00,Premiership,1055,False,37347427.0,37348899.0,2019-11-24 01:00:00,2019-11-17 01:00:00,2019-11-10 03:00:00,2019-11-03 01:00:00,2019-04-07 02:00:00,2019-03-31 03:35:00,,,,,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,2.0,2.0,5.0,6.0,0.0,,,,,1.0,2.0,2.0,1.0,1.0,3.0,,,,,11.160533333333333,12.842199999999998,5.502783333333333,11.885783333333332,16.650516666666665,6.251449999999999,,,,,3.613116666666667,4.051627777777778,8.039333333333333,3.4369999999999994,3.7495722222222216,8.0754,,,,,37347427.0,37347427.0,37347427.0,37347427.0,1552285.0,,,,,,1055.0,1055.0,1055.0,1055.0,1123.0,1055.0,,,,,2019-11-24 01:00:00,2019-11-16 02:00:00,2019-11-10 01:00:00,2019-11-03 03:00:00,,,,,,,1.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,2.0,1.0,2.0,0.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,11.37975,9.122091666666666,7.560699999999999,3.8935499999999994,,,,,,,6.9367,6.4492166666666675,5.061466666666666,8.020616666666665,,,,,,,37348899.0,37348899.0,37348899.0,37348899.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,
11974169,away,Hamilton Wanderers,Wellington Phoenix Res,2019-12-01 01:00:00,Premiership,1055,False,5683765.0,517852.0,2019-11-23 03:30:00,2019-11-16 01:00:00,2019-11-10 01:00:00,2019-11-03 01:00:00,,,,,,,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,3.0,1.0,,,,,,,4.0,5.0,0.0,5.0,,,,,,,7.919133333333334,5.849360714285714,5.727883333333334,3.4369999999999994,,,,,,,11.93875,11.736775000000002,14.984233333333332,11.885783333333332,,,,,,,5683765.0,5683765.0,5683765.0,5683765.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,,2019-11-23 02:00:00,2019-11-17 01:00:00,2019-11-10 00:00:00,2019-11-02 02:00:00,,,,,,,1.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,2.0,3.0,1.0,,,,,,,3.0,2.0,4.0,3.0,,,,,,,3.3114500000000002,4.051627777777778,9.722275,6.3936,,,,,,,13.0143,12.842199999999998,11.342575,7.8369,,,,,,,517852.0,517852.0,517852.0,37252510.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,
11982841,home,Quiché,Marquense,2019-12-01 02:00:00,Primera Division,708,False,37252510.0,14676834.0,2019-11-24 02:00:00,2019-11-17 02:00:00,2019-11-14 18:00:00,2019-11-03 17:00:00,2019-10-27 17:00:00,2019-10-13 02:00:00,2019-10-10 00:00:00,2019-09-29 21:00:00,2019-09-22 02:00:00,2019-09-12 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,4.448714285714286,8.539349999999999,4.691925,7.712525,5.828466666666667,8.69045,6.309111111111111,4.5880833333333335,8.20149375,8.578375,8.771535714285715,4.446183333333334,7.876025,3.9353749999999996,6.682266666666666,5.17665,5.390711111111111,7.908099999999999,3.9053500000000003,4.038140000000001,37252510.0,37252510.0,37252510.0,37252510.0,37252510.0,,,,,,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,2019-11-24 02:00:00,2019-11-17 21:00:00,2019-11-15 02:00:00,2019-11-10 21:00:00,2019-11-08 02:00:00,2019-11-03 17:00:00,2019-10-20 02:00:00,2019-10-13 21:30:00,2019-10-06 02:00:00,2019-09-22 17:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.771535714285715,4.1173,7.499791666666665,4.227645833333334,8.541799999999999,5.361675,6.701174999999999,4.5729500000000005,7.731399999999999,8.6733875,4.448714285714286,8.472425,3.986,7.305862499999999,3.5681666666666674,9.27645,4.94195,7.18675,4.083975,3.534725,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,14676834.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0
11974171,home,Auckland City,Tasman United,2019-12-01 03:00:00,Premiership,1055,False,1552285.0,37346930.0,2019-11-23 02:00:00,2019-11-16 01:00:00,2019-11-10 03:00:00,2019-11-02 03:30:00,,,,,,,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,3.0,5.0,2.0,3.0,,,,,,,0.0,0.0,2.0,2.0,,,,,,,13.0143,11.736775000000002,8.039333333333333,12.325283333333331,,,,,,,3.3114500000000002,5.849360714285714,5.502783333333333,4.334133333333334,,,,,,,1552285.0,1552285.0,1552285.0,1552285.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,,2019-11-24 01:00:00,2019-11-16 03:00:00,2019-11-10 01:00:00,2019-11-02 03:00:00,,,,,,,1.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,0.0,2.0,2.0,4.0,,,,,,,3.613116666666667,6.379899999999999,8.725316666666668,5.643050000000001,,,,,,,11.160533333333333,10.333583333333333,9.529566666666668,7.7385833333333345,,,,,,,37346930.0,37346930.0,37346930.0,37346930.0,,,,,,,1055.0,1055.0,1055.0,1055.0,,,,,,
